"rand","email","categoria","categoria1","categoria2","categoria3"
"0.1600201"," Atualização de BIOS é obrigatória, na linha H110, B150, H170 e Z170..

 

Já as B250, H270 e Z270 são nativamente compatíveis... ","3","1","1","1"
"0.1651261"," Galera, desculpa ser uma pergunta boba, mas tipo, tenho me confundido, se o soquete é 1151, funciona em qualquer 1151 né?

Tipo h110, b150, h170, z170 e por aí vai...

Mas tem que fazer uma atualização de bios?

No próprio link/vídeo do adrenaline sobre as z270 diz que precisa de atualização...

Entendi errado? Pode ir de boa num kabylake em h110, b150, h170, z170...

Ou precisa atualizar mesmo a BIOS? ","3","1","1","1"
"0.8309119","

Bom dia galera,

 

Ganhei um Dell XPS 15 L502X com i3 2310m e placa 525M dedicada.

 

Rodando o CPU-Z, o clock do processador nao sai de 798,10mhz mesmo forçando o processador. O multiplicador tambem não modifica.

 

Acredito que esse problema esteja afetando meu FPS no jogo league of legends e tambem acredito que o note rode esse jogo fácil. Lembrando que o FPS cai e o jogo esta todo no minimo.

 

Alguem pode me ajudar?
","3","1","1","1"
"0.7670261","Bom dia.. O meu cadastro está sem permissao para criar um tópico. Se você puder me tirar um duvida.. Numa central Intelbras que recebe tre linhas esternas 2 placas de tronco. Na recepcao da ligacao externa o sinal toca em todos os ramais pela metade e não completa. O que pode estar causando esse problema?? Quando puder me responder eu agradeço.","1","1","1","1"
"0.0795309","

boa tarde! estou com um problema com o mouse no macbook. não consigo saber aonde tirar essa aceleração, jogo fps e não esta no jogo

por favor me ajudem! kkk
","2","1","1","1"
"0.0842061"," Recentemente eu desmontei meu iMac 21`5 Mid-2010 para trocar o HDD por um SSD, após religar todos os cabos o LCD não acendeu, desmontei de novo e verifiquei que o cabo flat do LCD havia sido danificado, um dos contatos dele havia quebrado, então eu encomendei um novo da China, foi o único lugar que encontrei um desse modelo. Conectei tudo de novo e ainda assim o LCD não acende, acabei comprando um monitor Dell para conseguir usar o iMac, ligando na porta Displayport.

Não sei fazer o diagnóstico de onde está o problema, se é o cabo ou o conector na logic board.

Detalhe: O suporte da Apple e lojas de assistência técnica não dão manutenção em computadores com mais de 5 ou 6 anos porque estão na categoria Vintage e não possuem mais peças de reposição.

Alguém sabe ou tem alguma sugestão de como posso resolver esse problema? ","2","1","1","1"
"0.9562227","  

Pretendo fazer um ""upgrade"" na minha CPU, coisa pouca.

 

CPU Atual:

Mobo: MSI G41M

Processador: Core 2 Duo E6600 2.4Ghz

Ram: 2x DDR3 4gb Kingston 10700 (667)

VGA: XFX Radeon 5770

Fonte ATX OCZ OCZ-550WFTY-NP

 

OPÇÃO 01:
MOBO: Asus H110M DDR4
Processador: Core i3-6100 3.7Ghz
Ram: 1x DDR4 8gb 2400mhz
VGA: Mantem
Fonte: Mantem ","3","1","1","1"
"0.8072677","Quanto sua fonte..qual a marca e modelo dela? Teoricamente aguenta, mas não adianta ser uma fonte de ""100000W GAMER""  se esta não tiver qualidade. 'A fonte é o componente mais importante do seu pc, é como um coração. Sem ela, nada funciona.' Então olhe com calma. 

Mas voltando..o A4 que você usa não esta dando conta do que você está jogando?  ","3","1","1","1"
"0.2958346","hoje em dia não tem diferença nenhuma, até porque todo Mac é montado de uma CPU Intel com VGA AMD (acho que ainda é AMD). Nem sei se tem Mac com CPU AMD. 

 

A diferença está nos programas dedicados, como o Final Cut, que até onde eu saiba só existe para Mac. Antigamente o Photoshop e Illustrator só tinha para Mac também. A versão PC do Photoshop era o Picture Publisher, se não me engano, e para o Illustrator era o Corel. Agora tem para as duas plataformas. ","2","1","1","1"
"0.3550425","estou na duvida. Veja com ele qual a grafica que ele usava. Veja tbem se consegue alguma informação nesses links. Uma coisa interessante seria confirmar se sua vga da amd pertence a alguma familia das placas compativeis. Vai depender, tbem, muito de qual a versao do osx que ele usa.

 

Importante: Tem que confirmar os exato modelo do mac dele. Estou deduzindo que seja esse abaixo. No caso, seria mac intel. ","2","1","1","1"
"0.4135738"," Oi pessoal!

 

o meu é um Mac OSX El capitain e aconteceu o Seguinte.... Fui liga-lo depois do trabalho dai ele apareceu a tosca tela preta, enfim, li todos os tutoriais sobre tela preta e como fazer a reinicializarão. Como não conseguia ver nada, testei de ver o que estava acontecendo via hdmi-te. Quando, finalmente, vi que as únicas opções que tinha era fazer a inicialização em modo de segurança.

Pensei que por este caminho poderia salvar menus conteúdos em um hd e depois formatar a máquina. Estou tentando fazer um backup via safe mode mas ele diz que eu não tenho permissão pra realizar a criação de nova imagem. Aliás, não consigo ver nada no meu Mac somente se eu coloco plugado o hdmi na tv! Please, alguém sabe o que eu faço? ","2","1","1","1"
"0.4568642","karos amigos!!estou numa situaçao desesperadora...a pouco tempo peguei um contrato com uma empresa que posui uma hipath 3800.

tenho pouquissimo conhecimento das centrais digitais da siemens por isso estou preste a perder meu contrato se nao conseguir programar a rota de menor custo ..ja possuo o maneger se alguem puder me dar todo passo a passo enclusive o sguinificado daquelas letras eu sou eternamente grato","1","1","1","1"
"0.358467","Mesmo que você compre o i5-750 e faça um over mediano, vai ficar atrás do i7-860 em stock. Eu compraria o i7-860 e um Blizzard T2. Se fosse para fazer um over forte no i5, tipo 4Ghz, talvez, pois os jogos se aproveitam muito do clock, mas não sei se o i7 ainda faria diferença. Até porque o i7 já tem um turbo de 3.5Ghz. Você pode até tentar manter o i7 em um over fixo de 3.5Ghz com o Blizzard. ","3","1","1","1"
"0.5796127","voce pode me passa como configurar linha na hipath 1120","1","1","1","1"
"0.0113815"," Boa tarde pessoal, estou com um problema num cliente onde jamais vi algo semelhante.

Na empresa há duas redes, sendo uma rede principal e uma sub-rede desta primeira.

escopo:

 

Internet ---- 192.168.0.0/24 (rede1) ---- 192.168.10.0/24 (rede2)

onde ---- são roteadores

 

Pois bem, vamos ao problema de fato: Se utilizo um Macbook ligado a rede1 e tento abrir o Chrome, ele simplesmente fecha o software e acusa um erro que estarei colando ao fim do post. Porém se eu ligo o mesmo Macbook na rede2, eu consigo utilizar o Chrome normalmente.

Curiosidade: se estou conectado a rede2 e utilizando o chrome, beleza! Porém se eu mantenho o chrome aberto e simplesmente conecto na rede1 ele da o mesmo problema ","2","1","1","1"
"0.0749452","Olá, comprei um adaptador RE035 da multilaser. Porém não encontro driver de maneira alguma na internet para o Mac 10.11 El Captain. ","2","1","1","1"
"0.0884482","Ah! Vii pessoas reclamando do seu processador por causa de temperatura, e a solução + viável que apresentaram foii comprar um water cooler competente, pois ele tem um excelente chip gráfico mas uma refrigeração fraca, como","3","1","1","1"
"0.2431728","Postado 7 de dezembro de 2014

Amigos, tenho um Macbook pro 15"" rodando com o sistema yosemite ha uns 2 meses. Ontem, ao tentar ligar o mac, acho que ele estava sem bateria e nao ligou. Conectei o carregador e ao tentar iniciar, tambem nao funcionou, ou seja, a tela ficou preta. Quando aperto o power, o led branco frontal ascende, surge o som de inicializacao (""tuuuum""), a ventoinha funciona e o capslock ascende quando aperto. De resto, nad funciona.

Dai, numa das tentativas de desligar e ligar movamente, apareceu aquela barra de status como se o sistema estivesse inicializando. Ja estava feliz quando de repente apareceu uma tela para Redefinir Senha. As opções eram: esqueci minha senha, redefinir minha senha ou o teclado nao responde.

Mesmo sem ter solicitado isso, resolvi redefinir a senha, mas nao deu certo. Depois tentei a opcao Esqueci minha senha, mas tb, nada ocorreu.

","2","1","1","1"
"0.7406621"," Olá a todos,

 

Tenho um MacBook Air (13-inch, Mid 2011)  e ultimamente tenho tido problemas com o teclado.

Este MacBook tem um teclado QWERTY e de vez enquando, as teclas 'W' 'E' 'R' 'T' 'Y' 'U' 'I' 'O' (so estas mesmo) deixam de funcionar .. e passado um bocado, voltam a funcionar noramalmente.

Alguem já teve este problema? ","2","1","1","1"
"0.8135387","

amigos estou precisando do manual de programação de centrais leucotron.

onde posso encontrá-la?

por favor me ajudem!
","1","1","1","1"
"0.0365406","Sou bem novo na questão de montagem de computadores. Comecei a pesquisar mesmo recentemente pra montar um bom computador. Como pretendo montar do zero me pareceu que os novos processadores intel de 7ª geração são uma boa opção já que estão até mais baratos que os de 6ª (Ex. 6600k e 7600k). Minha dúvida é: para que um processador desses novos funcione em uma placa com suporte à 6ª geração basta que a entrada seja a mesma (1151) ","3","1","1","1"
"0.5915289"," Bom dia rapaziada, tenho um pc com as seguintes cfg:

 

processador: AMD A10-7850K

placa de video: r9 270x 2gb windforce

fonte: cooler master cm storm 450w

memória: hyperx 8gb

placa-mãe: F2A88X-D3H

 

 

já criei diversos topicos aqui no nosso amado forum sobre varios problemas, o ultimo que criei foi reclamando sobre o baixo desempenho que estou tendo em jogos, criei um topico na parte de placa de video dizendo o quão ruim estava meu desempenho, colocando tudo no minimo e usando sempre as configurações para maximo desempenho eu estou pegando 100 (e caindo pra 80 ou até menos fps) no csgo coisa que eu acho absurdo, antes de trocar minha fonte eu pegava bem mais, mas creio que não seja a fonte porque a antiga fazia o pc desligar e etc, alguma coisa mudou depois que o pc começou a dar problema (mais problema do que já deu sempre) então fui descobrir que o processador fica a 60graus sem NADA aberto e se eu abro um jogo ele vai pra 100~110, e não é ""as vezes"" que bate esses 100~110, é abrir o jogo e ele já sobe e mantém assim até fechar.

  ","3","1","1","1"
"0.2453474"," Boa tarde pessoal,

Encontrei vários tópicos, mas nenhum que respondesse minha dúvida. Quero comprar meu primeiro Imac e vou usar ele para mexer com programas pesados como photoshop, corel draw, editores de vídeo.

Queria saber se a configuração abaixo é recomendada para usar estes programas. Lembrando que preciso de um computador rápido, que não trave, porque o que tenho hoje é muito ruim.

Queria saber também se o Imac tem muita diferença do windows em relação a programas e instalação no geral. ","2","1","1","1"
"0.1272504","Por que geralmente vemos editores e produtores usarem apple ao invés de outro desktop?

Qual a relação técnica de desempenho ? ","2","1","1","1"
"0.3390197","tenho um amd fx 4300 e to querendo comprar uma gt 730 de 4gb tenho 3gb de ram iria dar gargalo","3","1","1","1"
"0.1025962","Eu tenho um i5 6400 e uso o próprio cooler da intel....meu processador fica em torno de 45 ~ 50°C por eqto so joguei CS:GO nele depois vou testar no GTAV....acho q com seu kit vai ficar melhor ainda e mais bonito tb. ","3","1","1","1"
"0.4627472","Formatei meu mac e não tenho outro mac para criar a imagem boot no pendrive como faço para criar esse drive no windows para depois instalar o snow leopard no meu mac que está sem programa! Quem puder ajudar aguardo resposta ... ! Desde de ja agradeço","2","1","1","1"
"0.0026964","A opção do i3 6100 é a mais cara, porém é certeza de ser um bom upgrade.
Um fx6300 nas especificações não animam (litografia por exemplo).
Um fx8300, fx8320e, aparentam ser bons a nível do i3, mas não tenho certeza, pois ambos iam ficar no mesmo preço só que eu vou estar com algo de 2012 em vez de 2016 entendem kkkkk.
A linha Pentium, seja Skylake por exemplo, nas especificações parecem bater esse meu i5 de primeira geração, mas vendo alguns gameplays na prática parecem render a mesma coisa(sinto ate uma falta de mais testes desses processadores).","3","1","1","1"
"0.5675671","Acho q você pode me ajudar...Na empresa onde trabalho temos uma Hipath 3750 e no software que ele possui chamado ""HiPath3000 Manager"" tem uma opção de verificar os erros da Central. Pois bem, acontece q está me mostrando os seguintes erros:

1.)=> Erro de HW : Erro receber alarme remoto act. (TMS2M) Continuar a observar, possivelmente problemas de linha de rede, se necessário trocar módulo <=

2.) => Demasiadas falhas L1 Verificar rede de linha interna, possivelmente terminal defeituoso, favor trocar

Nestes erros aparecem os módulos e os slots com problema, mas já reiniciei a central e o problema continua.

você sabe me dizer o q realmente tá acontecendo?","1","1","1","1"
"0.8795626","Boa tarde pessoal..............

Preciso cadastrar um endereço IP em uma hipath 3800. será que alguem sabe como fazer.

Quero acessar a hipath com o Manager através de IP.

obrigado
","1","1","1","1"
"0.4058855"," Olá.

 

Tenho um MacBook Pro que comprei com o OS 10.6. 

Nunca havia atualizado o OS até a semana passada, quando instalei o El Captain.

Mas depois da atualização, a luz do teclado parou de funcionar.

Não é por causa da claridade, e nem os botões F5 e F6 que regulavam isso antes funcionam mais. 

E em Preferências do Sistema > Teclado, a opção de luz no teclado já não existe mais. Simplesmente sumiu. ","2","1","1","1"
"0.2022811","Se não me engano esse é o boost dele. Em idle ele usa os 2.7GHz nominais e quando precisa de mais processamento ele ativa o boost. Nada de anormal. ","3","1","1","1"
"0.4027041","Boa tarde,

Devido a reforma no escritorio, tenho que alterar a posição do modem e PABX. Tenho dúvida quanto a forma correta de ligação. No local onde esta instalado, tem os seguintes itens:

* caixa da Telemar, onde chega um cabo multipares;

* modem;

* PABX (Leucotron Actvice todos);

Minha dúvida é quanto a ligação do modem com PABX. Entendi que do cabo multipares, conecta ao modem através de 2 pares de fio ""FF"" (comum). Do modem, existe uma conexão coxial até o PABX, daí distribui para os ramais. Os esquema que descrevi esta correto?

Agradeço atenção.

Sds,","1","1","1","1"
"0.2494125","Cara beleza...

Gostaria de saber como faco para ativar a linha executiva da impacta 68 v2.0 ou seja eu ligar para minha empresa e digitar minha senha e fazer uma ligacao como se estivesse la dentro.","1","1","1","1"
"0.5454403","

E agora você sabe porque raramente aparece uma recomendação de Xeon aqui. Isso tudo poderia ser evitado se você tivesse perguntado o que comprar, mas okay... agora já era. Divirta-se com seu PC.

 

Nada de novo aqui, vamos para o próximo tópico.
","3","1","1","1"
"0.6617632","

Pessoal, tô com um MacAir aqui i5, 4gb ram e ele não tem entrada de cabo de rede nem nada, só pega wireless. Daí aqui em casa eu tenho roteador, o outro notebook funciona, o celular conecta também. O mac conecta na rede, mas não abre nenhuma página.

Alguém tem alguma sugestão?
","2","1","1","1"
"0.1517746"," Caros, estou tentando reinstalar o pacote CS6 e dá o erro anexo.

 

Como resolver?

  ","2","1","1","1"
"0.8234941","para o problema da central não estar funcionando pode ser os seguintes defeitos/soluções, verifique o fusível do aparelho(central), pode estar queimado e aproveite se estiver ok tente verificar a fonte com um multimetro","1","1","1","1"
"0.1817639","más o i3 quase não tem gargalo com as placas de vídeos novas este i5 mesmo sendo quad core é de 4° gerações passadas e já deu o que tinha que dar agora colega, caso pegue ele ele vai gargalar um pouco ","3","1","1","1"
"0.9598051","como faço para programar uma central Activ todos da Leucotron você tem o software de programação desta central?","1","1","1","1"
"0.8001054","Boa noite,

Tenho uma central HIPATH 1150 que estava funcionando perfeitamente, porém fui restaurar um backup das configuraçoes e apos algum tempo a conexao da central com a cpu que roda o commserver foi interrompida. reiniciei a central mas depois disto nenhum ramal tem mais o tom de discagem, no ramal 11 ( aparelho 3030 )nao consigo efetuar o reset para configuração de fabrica pois neste ramal tb nao tem tom de discagem porém data e hora estão certo e se pressiono *95 ele pede a senha , digito a senha digito 99 a senha novamente mas nao efetua o reset do sistema.

alguem tem alguma informacao sobre este problema ??","1","1","1","1"
"0.3465435","Pessoal, surgiu um interessado na HD 7750 1GB GDDR5 que estou vendendo mas ele quer saber se ela funciona no Mac Pro 2006. Como não manjo de Mac, poderiam me dizer se funcionará? ","2","1","1","1"
"0.8304261","esse mac deve ser o modelo abaixo. Pra atualizar, você terá que fazer 2 passos: 1o precisa atualizar para o osx Snow Leopard, com uma imagem dmg da versão fullretail. Essa é a unica versão que instala em qq mac. Depois de instalada, atualize normalmente para a versao Snow Leopard 10.6.8. Com essa atualização, você terá acesso a loja oficial da apple para baixar a imagem do osx El Capitan (osx 10.11), que seria o osx mais atual para esse mac; 2o apos baixar o El Capitan, crie um dvd ou um pendrive para fazer uma instalação limpa dessa versao do osx.  ","2","1","1","1"
"0.3663312","o sr. poderia me dizer qual o nome do software de programação da Central telefonica Digistar XT-72 e onde posso encontrar?

no aguardo,

Eusébio","1","1","1","1"
"0.7479596","Olá, possuo um macbook air mid 2013, rodando El Capitan, atualizado. O problema é o seguinte, quando eu entro no safari, ele não está ocupando toda a tela. Aí eu estendo as margens, e deixe ele com o maior tamanho que ele pode ficar (encostando na dock). Entretanto, quando eu saio do Safari e entro nele após alguns minutos, ele não mantém o tamanho que eu tinha configurado anteriormente, fazendo com que toda vez que eu entro no Safari eu tenha que ficar ""puxando"" as margens pra que ele ocupe a tela toda! Isso só ocorre com o Safari, todos os outros apps no Mac mantém o tamanho que eu configuro (inclusive o Chrome). Alguém sabe como resolver isso? Obrigado! ","2","1","1","1"
"0.1949985","possuo uma central Digistar XT-72, e tem alguns ramais que estão aparecendo com um X vermelho em cima dele no software mesa pc, e estão mudos, e na hora q chamamos estes ramais da ocupado.

você sabe como resolver este problema?

Agradeço.","1","1","1","1"
"0.5714884"," Olá amigos, bom, o Mac de uma cliente apresentou problemas de superaquecimento e a solda do chipset (BGA) estragou, após fazer o rebale do chipset e o mesmo ficar bom, continuei a testar a máquina, ele possuia o OSX Yosemite e atualizei para o OSX El Captain, durante a instalação do novo OS o chipset superaqueceu novamente e desligou durante a atualização. Após resolver o problema novamente, quando liguei o computador a seguinte tela me foi apresentada:

  ","2","1","1","1"
"0.1898375"," GALERA meu macbook air estava funcionando normal, mostrei uns videos pro meus colegas no carro,

ouvi algumas musicas e desliguei ! Depois de uns dias fui ligar e ele, e simplesmente carrega ate a metade

da barra de inicialização, e não vai mais já deixei a noite inteira ligado alguém pode me ajudar ","2","1","1","1"
"0.2308126","o sistema de horário do Pabx tem que obrigatoriamente passar pelos horários pré definidos para o seu funcionamento automatico, ex. se você configurou que ele entra em noturno as 18:00Hs diariamente, somente quando o Pabx passar de 17:59:59 para 18:00 é que ele irá ativar o modo noturno e o mesmo irá se aplicar para o modo diurno. Se você fizer manual de ativar e desativar é claro que dará certo, só que não irá obedecer as regras criadas de entrada e saída automaticas. Abs","1","1","1","1"
"0.7672768"," Boa tarde pessoal!  O meu Macbook pro funcionava normalmente a uma semana só estava um pouco cheio o HD, então de repente ele não subia o S.O ficava só girando aquelas bolinhas do logotipo da maçã e não saia dali, tentei entrar no modo de segurança mas nada aconteceu. Então para acabar de completar ele liga e em 1 minuto esquenta e desliga sozinho.

O que pode está acontecendo? já foi feita a limpeza do cooler. Ajudem-me por favor. ","2","1","1","1"
"0.8625717","Sim dei uma olhada no site da sua placa-mãe e ela aceita sim FM2+ a 100W , então opte pelo AMD A6 7400K ou AMD A-Series A8 7650K(Muito mais desempenho), o seu caso só esses cara, se quiser outro é só trocando placa-mãe. Seu HD é de 250GB certo? aposto q ele está meio cheio rs, HD cheio = PC lento , boa sorte amigo ","3","1","1","1"
"0.8615015","

Tenho Uma TD500 e um determinado grupo de COS ""classe de serviço"" nao consegue discar para nº iniciados com 32.....

Alguém tem conhecimento de Panasonic e poderia ajudar?

Obrigado
","1","1","1","1"
"0.336727"," Se puderem me ajudar fico imensamente grato !!

Aqui vai um breve resumo,

 

ja fiz meu backup e tal e queria formatar meu macbook pro que ta com o mavericks ainda pelo metodo que não precise usar usb ou dvd do sistema operacional simplesmente reiniciando ele e apertando command + R, só q invés dele entrar no menu que deveria ele pede uma senha, que apôs ser digitada ele inicializa normalmente sem passar pelo menu !! ","2","1","1","1"
"0.2385639"," O 4820K é igual aos Core i7 normais: 4 Núcleos e 8 Threads.. Em comparação com o Core i7 7700K e até o 6700K, você estaria pagando o mesmo, pra levar um produto inferior..

 

Além disso, as placas-mãe compatíveis são BEM mais caras.. É soquete 2011, ou seja, é quase duas gerações pra trás.. Achar MOBO não será fácil...

  ","3","1","1","1"
"0.2020352","Minha dúvida é a seguinte - penso q seja algo básico, mas não sou da área -:

eu faço contatos com meus clientes via telefone fixo residencial, o volume da conversa está muito baixo, precisso tbem de algum sistema, parecido com pabx, o qual possibilita o atendimento de ligações simultaneamente por mim e mais uma pessoa q me ajuda no trabalho, usando o mesmo número de telefone. E tbem gostaria de saber informações de qual aparelho comprar, para q o trabalho seja feito de maneira mais confortável, já q o número de ligações vem aumentando dia a dia.","1","1","1","1"
"0.6582487","

Até pode ser o cabo flex mas ainda tem alguns testes a serem feitos pra poder ir eliminando as variáveis! O ponto de interrogação significa que não foi encontrado o OS X. Minha sugestão é que você volte o HD que estava instalado o MacOS e execute o Hardware Test pra tentar achar o problema e depois o macOS Recovery. Nesse link abaixo tem todo o passo-a-passo dos procedimentos a serem tomados para o seu problema: ","2","1","1","1"
"0.2000964","Olá, estou com um pequeno problema na mão, sou técnico em telefonia e costumo instalar centrais pabx em porto alegre, mas até hoje eu nunca trabalhei com centrais siemens, nunca até hj. pois eu preciso instalar uma central saturno 100 alcatel (agora siemens) e não consigo achar onde posso conseguir o manual da mesma,

1º problema:

o ramal somente aceita discagem por pulso,

2º não tenho como configurála porque não sei suas facilidades e operação

se puder me ajudar mandando-me o manual ou pelo menos a programação para trocar os ramais e os troncos para MF agradeço-lhe.","1","1","1","1"
"0.5241087","Boa noite. Estou com um pequeno problema, troquei do i5 4670k para o i7 6700 e pra minha surpresa, o desempenho nos programas da Adobe continua lento e travado (Esta totalmente usavel, mas algumas funcoes demoram mais do que deveriam, como por exemplo no premiere quando clico la em cima em ""File"" o programa trava por uns 5 segundos antes de mostrar as opções, e isso acontece toda vez que clico la). Queria saber o que esta acontecendo e como resolver isso e atingir o maximo desempenho possivel nos programas da adobe, e no geral tambem. ","3","1","1","1"
"0.9051639"," Pessoal, estou fazendo uma pequena atualização no meu PC, trocando o meu processador de um fx-4300 para um fx-6300. Minha mobo é uma Asus M5A78L-M com a BIOS na versão 1101, que veio de fábrica.

Li a respeito que a versão recomendada para ela é a 0901 (algo assim), ou seja, estou mais atualizado.

Será que posso só tirar o processador atual e colocar o novo?

Além do mais, tenho uma dúvida, a pasta térmica que vem de fábrica no cooler inbox é boa? Ou devo trocar-la por uma melhor? ","3","1","1","1"
"0.4937302","

assim cara não se tem algo haver mas né, eu quando coloco musica no youtube no google chrome, toda vez que muda de musica eu tomo uma queda de fps brusca, vai de 150 fps para 20 ou 40 fps

ai quando abro o cs go o uso da CPU vai para 100% não sei se isso é muito saudavel para o processador

ai vim perguntar se ele era bom e recebi a resposta de que ele era fraco para cs go por exemplo

ai queria saber se valia a pena trocar e por qual processador, sem mudar a placa-mãe por causa do soquete 
","3","1","1","1"
"0.429978","Olá boa noite, sou novo no mundo dos mac's rsrs e gostaria da opinião se hoje em dia vale a pena comprar o seguinte macbook pro

 

Macbook Pro 13 meados 2009
Processador 2,53 GHz Intel Core 2 Duo
Memória: 8 GB DDR3 Corsair
Disco Rigido: 1 TB 
Gráficos: NVIDIA GeForce 9400M 
Sistema Operacional: OS X YESEMITE 10.10.1","2","1","1","1"
"0.5778697"," Primeiro essa config é um tanto que fraca

A placa de vídeo não roda-ra muita coisa

o HD pode se encher muito rápido

Core 2 Duo não e bom

E nem pense em fazer Boot Camp (usar linux ou windows no mac)

 

Eu te recomendo se você quiser embarcar no mundo do Mac 

um mac mini por seu preço ser de 2Mill para 5Mil o tornando o mais acessivel sério tudo dá Apple parece ser de luxo computadores de 10mil pra cima que loucura  ","2","1","1","1"
"0.4719553"," Boa noite, o socket é o mesmo como foi dito, o lga 1151, no entanto tem que verificar se ja existe update para a bios da placa que quer. 

Se não estou enganado dependendo do chip tipo o h110 tem que colocar um processador compatível para fazer update e depois colocar o novo.
","3","1","1","1"
"0.6377534","bom dia, estou prescisando os fotware da compact 60 e1 centralizado e programdor, se tiver fico grato","1","1","1","1"
"0.7437354","Galera, comprei um macbook pro usado, não tenho experiência nenhuma em Mac OS. Usei ele por duas vezes, não fiz absolutamente modificação nenhuma. Um dia, solicitei o desligamento(shut down) e fechei a tampa. Aquela luzinha branca que fica no botão de abertura da tampa ficou piscando o tempo todo dando a impressão de que ele estava em standby e não desligado. Dois dias depois, estou tentanto ligá-lo e nada acontece. Nem barulho de coolers, nenhuma luz, nada, como se ele tivesse morrido.

Alguém tem algum palpite? ","2","1","1","1"
"0.7259751"," Olá! estou enfrentando um problema muito estranho com meu iMac. Estava rodando com OSX El Capitain e após reinstalar o OS para vender a máquina uma problema ocorreu. A tela carrega de maneira muito estranha e lenta. As janelas quando movidas se movem com ""tranquinhos"" no lugar de movimento suave como antes, entre outras coisas. Para exemplificar melhor postei um video no youtube. Por favor alguém me ajude pois não faço iodei do que pode estar ocorrendo.

Configuração

Imc 27""late 2009 ","2","1","1","1"
"0.8513497","

Caro amigo.

Tenho uma duvida, estou tentando colocar uma linha externa no ramal 27 e nÃo consigo.

O outro tenico que consertava disse que tinha uma linha no ramal 26 e que para ligar tinha que colocar uma senha ( 663112), ja li o manual de trÁs pra frente e nada de senha e como colocar o ramal para quando digitar ""0"" ter linha externa.

Obs: O ramal 25 e 26 estÃo tipo mudos, ligo o ramal na central e nÃo da nada.

Por favor me ajude, você sabe tudo de central siemens 1150.
","1","1","1","1"
"0.0629399"," Olá, boa tarde à todos,

Eu estou tendo um problema com a tela do meu Macbook Pro,

Ela apareceu uma linha azul vertical no canto direito...

Eu não sei o que possa ser, será que é uma falha de software, ou de hardware?

Será que terei que trocar a tela dele? ","2","1","1","1"
"0.0186748","Olá, ja utilizei sim o software de configuração do pabx via pc, muito util por sinal. Existe uma serie de configurações disponiveis como configurações dos troncos e ramais, categorias, bloqueios de prefixos, visualização das configuraçõesindividuais dos ramais dentre outras. Bem, para usar o mesmo é necessário confecção de cabo de comunicação entre o pabx e o pc, sendo necessário um cabo comum de dois pares (o que eu uso) e um conector db9 femea, sendo um par branco/branco no pino 5 (gnd), o fio azul no pino 2 (tx) e o fio laranja no pino 3 (rx). Siga nessa ordem a conexão do mesmo cabo para conexão aos pinos da placa base de sua central, onde o branco/branco ira para o pino gnd, o azul para o tx e o laranja para o rx. Abra o software, verifique qual porta serial esta conectada ","1","1","1","1"
"0.5464568","ola pessoal..fiz uma adaptação de um processador xeon quad core E5420 em uma placa com socket 775 ASUS P5KPL AM/BR, agora toda vez que ligo o pc abre uma tela de bios pedindo que a mesma seja atualizada, porém não existe bios para este processador no site da placa..alem disto o processador esta esquentando muito, tive que instalar um watercooler pra melhorar...alguém tem alguma dica sobre tudo isto...obrigado.","3","1","1","1"
"0.2262487"," ola pessoal,

recentemente minha maquina queimou devido ter entrado agua pelo teto. perdi a fonte seasonic 430w, mobo asus p8h61, 1 hd 160gb samsung,  processador i5 2500 e 1 pente g.skill 4gb 1600mhz. a maquina me atendia bem, então queria algo igual ou próximo.

 

pesquisando na net me pareceu que o i3 4170 e o A4 6300 ficam próximos da config que perdi. Poderiam me ajudar a escolher? podem opinar outros modelos. fonte vou ir de corsair cx430.

pretendo gastar ate R$1200 parcelado. a maquina é utilizada mais para navegar na internet, mas quando sai algum game que me interessa eu instalo (tenho uma gtx 460). ","3","1","1","1"
"0.378647","olá, seja bem vindo ao Fórum. Cara o i3 6100 teria menos gargalo que um i5 da 3° geração ","3","1","1","1"
"0.9470251"," Fala, pessoas, beleza?

 

Seguinte, semana retrasada, ao tentar acessar um arquivo, não o encontrei. Abri o finder e o local dele tinha sumido. 

 

Reiniciei e nada, então desliguei e liguei o Macbook e voltou ao normal. 

 

Daí sexta passada aconteceu de novo, porém agora sumiu de vez a partição onde ficam os arquivos.

 

O OsX fica num SSD e os arquivos num HD com 2 partições. Uma tá normal e a outra sumiu.

 

No Utilitário de Disco ela aparece em oculto e pediu Reparar, mas fiquei com receio pois não sei se na Reparação perderei os dados. ","2","1","1","1"
"0.6096035"," To montando um PC para jogos, e gostaria de saber qual o melhor entre o I5-6500 2.7gHz e o I3-6100 3.7gHz, e qual sairia melhor com a seguinte configuração, vale ressaltar que tenho uma placa de vídeo semi-nova (menos de duas semanas de uso) RX360 2GB.

  ","3","1","1","1"
"0.4123957","

Senhores, boa noite.

Tenho um HiPath 3800 Siemens e gostaria de controlar o tempo de atendimento das chamadas recebidas, para evitar que algum cliente fica esperando muito tempo ao ser atendido.

Alguém conhece algum Software que efetua esta operação automárica ?

agradeço a ajuda.

abs
","1","1","1","1"
"0.7486558","Amigão, você é técnico? se for é bem seimples os procedimentos, basta ir no manual de programação na parte que fala sobre Atendimento Automático DISA, as configurações nem precisam estar em modo de programação para realiza-las, com exceção da programação para ativar a placa que é 49811 ( em estado de programação ).","1","1","1","1"
